Economic Sector	Subsector	Industry Group	Code	Establishment age code	Year	Number of firms	Number of establishments	Number of employees	Number of establishments born during the last 12 months	Number of establishments exited during the last 12 months	id
32	7	3	20	100	2012	25625	28032	1190752	386	1553	0100000US
32	7	3	20	110	2012	36753	40606	1980295	460	2028	0100000US
32	6	2	91	10	2013	12524	12954	155428	12954	0	0100000US
33	1	4	20	30	2013	8980	9410	162038	288	1347	0100000US
31	1	2	11	60	2013	7853	8285	175559	245	848	0100000US
32	1	9	20	90	2013	28029	30057	1127842	427	1807	0100000US
32	4	1	21	110	2013	39654	44034	2196886	425	2036	0100000US
31	1	5	20	1	2014	235435	275989	11347152	17551	18060	0100000US
31	5	2	20	20	2014	10208	10592	157356	0	2273	0100000US
31	5	2	40	50	2014	6844	7322	162514	191	761	0100000US
31	6	9	98	60	2014	6832	7353	179410	182	694	0100000US
32	7	3	20	70	2014	35592	38622	962049	929	3054	0100000US
32	7	3	20	80	2014	28098	31105	1138957	514	1839	0100000US
32	6	2	91	110	2014	42836	47924	2461833	455	2280	0100000US
33	1	4	20	1	2015	234928	276196	11539467	18086	17973	0100000US
31	1	2	11	30	2015	9184	9531	158170	291	1386	0100000US
32	1	9	20	60	2015	6326	6772	160216	159	706	0100000US
32	4	1	21	80	2015	27602	30510	1105039	491	1820	0100000US
31	1	5	20	100	2015	23296	25074	1103572	322	1378	0100000US
31	5	2	20	150	2015	37016	43238	3485532	257	1659	0100000US
31	5	2	40	20	2016	11279	12005	180380	0	2273	0100000US
31	6	9	98	30	2016	9811	10436	189491	286	1348	0100000US
32	7	3	20	40	2016	8367	8688	156891	212	1106	0100000US
32	7	3	20	50	2016	7898	8198	163801	219	906	0100000US
32	6	2	91	80	2016	27458	30161	1060197	478	1884	0100000US
33	1	4	20	100	2016	23050	24821	1082980	309	1274	0100000US
31	1	2	11	1	2017	232123	274795	11668574	17643	19320	0100000US
32	1	9	20	30	2017	10138	10825	189097	275	1472	0100000US
32	4	1	21	50	2017	7738	8045	157918	217	858	0100000US
31	1	5	20	70	2017	29660	32306	849733	608	2741	0100000US
31	5	2	20	90	2017	24545	27329	1161289	353	1634	0100000US
31	5	2	40	150	2017	34196	40257	3393800	235	1772	0100000US
31	6	9	98	1	2018	230134	273966	11859412	17762	18321	0100000US
32	7	3	20	10	2018	12376	14215	210330	14215	0	0100000US
32	7	3	20	20	2018	11115	11802	189128	0	2509	0100000US
32	6	2	91	50	2018	8266	8801	194444	209	885	0100000US
33	1	4	20	70	2018	28905	31363	835934	661	2526	0100000US
31	5	2	40	90	2018	23711	26581	1160996	375	1462	0100000US
31	6	9	98	100	2018	22776	24617	1110066	327	1381	0100000US
32	7	3	20	110	2018	51743	58881	3261014	515	2827	0100000US
32	7	3	20	150	2018	32995	38903	3386524	249	1568	0100000US
