Dept_Code,Department,Div_Code,Division,Cost_Center,CostCenterKey
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",WCOB Boiler/Heating Plant Replacement,66_6650_WCOB Boiler/Heating Plant Replacement
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",WCOB Building Systems Upgrades,66_6650_WCOB Building Systems Upgrades
66,County Building Improvements,6660,Roofing Projects,Agriculture Services Building,66_6660_Agriculture Services Building
66,County Building Improvements,6660,Roofing Projects,Animal Control Center Roof Replacement,66_6660_Animal Control Center Roof Replacement
66,County Building Improvements,6660,Roofing Projects,Eva Perry Library Roof Replacement,66_6660_Eva Perry Library Roof Replacement
66,County Building Improvements,6660,Roofing Projects,GSA Parking Deck Recoating,66_6660_GSA Parking Deck Recoating
66,County Building Improvements,6660,Roofing Projects,Hammond Rd Annex Roof Replacement,66_6660_Hammond Rd Annex Roof Replacement
66,County Building Improvements,6660,Roofing Projects,Oakview Historic Park Roof,66_6660_Oakview Historic Park Roof
66,County Building Improvements,6660,Roofing Projects,PSC Roof Replacement,66_6660_PSC Roof Replacement
66,County Building Improvements,6660,Roofing Projects,Roof Replacements - General,66_6660_Roof Replacements - General
66,County Building Improvements,6660,Roofing Projects,Roofing - Agricultural Servces Building,66_6660_Roofing - Agricultural Servces Building
66,County Building Improvements,6660,Roofing Projects,Roofing - East Regional,66_6660_Roofing - East Regional
66,County Building Improvements,6660,Roofing Projects,Roofing - SER Library,66_6660_Roofing - SER Library
66,County Building Improvements,6660,Roofing Projects,Roofing - WCOB,66_6660_Roofing - WCOB
66,County Building Improvements,6660,Roofing Projects,South Wilmington Street Center Roofing,66_6660_South Wilmington Street Center Roofing
66,County Building Improvements,6660,Roofing Projects,Southern Regional Center Roof Replacement,66_6660_Southern Regional Center Roof Replacement
66,County Building Improvements,6660,Roofing Projects,Sunnybrook Building Envelope Roofing,66_6660_Sunnybrook Building Envelope Roofing
66,County Building Improvements,6660,Roofing Projects,Swinburne Roof Replacement,66_6660_Swinburne Roof Replacement
66,County Building Improvements,6670,Regional Governmental Centers,North Regional Center,66_6670_North Regional Center
66,County Building Improvements,6680,Stormwater Control Device Upgrades,CCWP - General,66_6680_CCWP - General
66,County Building Improvements,6680,Stormwater Control Device Upgrades,Fire Training Center Dam Repairs,66_6680_Fire Training Center Dam Repairs
66,County Building Improvements,6680,Stormwater Control Device Upgrades,NRC SCM Restoration,66_6680_NRC SCM Restoration
66,County Building Improvements,6680,Stormwater Control Device Upgrades,Site 11a - Richland Creek Lake,66_6680_Site 11a - Richland Creek Lake
66,County Building Improvements,6680,Stormwater Control Device Upgrades,Site 18 - Cole's Branch Reservoir,66_6680_Site 18 - Cole's Branch Reservoir
66,County Building Improvements,6680,Stormwater Control Device Upgrades,Site 2 - Hatcher's Grove,66_6680_Site 2 - Hatcher's Grove
66,County Building Improvements,6680,Stormwater Control Device Upgrades,Site 20A - Brier Creek,66_6680_Site 20A - Brier Creek
66,County Building Improvements,6680,Stormwater Control Device Upgrades,Site 3 - Bond Lake,66_6680_Site 3 - Bond Lake
66,County Building Improvements,6680,Stormwater Control Device Upgrades,Site 5A - Page Lake,66_6680_Site 5A - Page Lake
66,County Building Improvements,6680,Stormwater Control Device Upgrades,Stormwater Control - Site 3 Bond Lake,66_6680_Stormwater Control - Site 3 Bond Lake
66,County Building Improvements,6685,Infrastructure Paving,Blue Jay Point Paving Projects,66_6685_Blue Jay Point Paving Projects
66,County Building Improvements,6685,Infrastructure Paving,CSC Paving,66_6685_CSC Paving
66,County Building Improvements,6685,Infrastructure Paving,Fire Arms Education Paving,66_6685_Fire Arms Education Paving
66,County Building Improvements,6685,Infrastructure Paving,Green Road Library Paving,66_6685_Green Road Library Paving
66,County Building Improvements,6685,Infrastructure Paving,Infrastructure Paving - General,66_6685_Infrastructure Paving - General
66,County Building Improvements,6685,Infrastructure Paving,IP - Sunnybrook Surface Parking Areas,66_6685_IP - Sunnybrook Surface Parking Areas
66,County Building Improvements,6685,Infrastructure Paving,Knightdale ES Park Paving,66_6685_Knightdale ES Park Paving
66,County Building Improvements,6685,Infrastructure Paving,PSC Reseal Parking Deck,66_6685_PSC Reseal Parking Deck
66,County Building Improvements,6685,Infrastructure Paving,South Regional Center Paving,66_6685_South Regional Center Paving
66,County Building Improvements,6685,Infrastructure Paving,Southeast Regional Library,66_6685_Southeast Regional Library
68,Criminal Justice CIP,6810,Detention Facilities,CCBI Alcohol/Drug Analysis Renovation at Hammond Rd,68_6810_CCBI Alcohol/Drug Analysis Renovation at Hammond Rd
68,Criminal Justice CIP,6810,Detention Facilities,Detention Phase 2 Hammond Site,68_6810_Detention Phase 2 Hammond Site
68,Criminal Justice CIP,6810,Detention Facilities,Hammond Population/Inmate Projection Study,68_6810_Hammond Population/Inmate Projection Study
68,Criminal Justice CIP,6810,Detention Facilities,WCDC Safety Cells,68_6810_WCDC Safety Cells
68,Criminal Justice CIP,6810,Detention Facilities,WCSO Detention Center Detox Beds,68_6810_WCSO Detention Center Detox Beds
68,Criminal Justice CIP,6820,Criminal Justice Security,Detention and Security Assessment Improvements,68_6820_Detention and Security Assessment Improvements
68,Criminal Justice CIP,6820,Criminal Justice Security,Programmable Controller,68_6820_Programmable Controller
68,Criminal Justice CIP,6830,Judicial Facilities,CTHS - Skywalk Repair,68_6830_CTHS - Skywalk Repair
68,Criminal Justice CIP,6830,Judicial Facilities,CTHS 3rd Floor Renovation,68_6830_CTHS 3rd Floor Renovation
68,Criminal Justice CIP,6830,Judicial Facilities,CTHS Elevator Upgrade/Reburbishment,68_6830_CTHS Elevator Upgrade/Reburbishment
68,Criminal Justice CIP,6830,Judicial Facilities,CTHS HVAC Improvements,68_6830_CTHS HVAC Improvements
68,Criminal Justice CIP,6830,Judicial Facilities,"CTHS Partial Renov - Fl. 7,8,9&12","68_6830_CTHS Partial Renov - Fl. 7,8,9&12"
68,Criminal Justice CIP,6830,Judicial Facilities,CTHS Renovations - Floors 1 - 5,68_6830_CTHS Renovations - Floors 1 - 5
68,Criminal Justice CIP,6830,Judicial Facilities,CTHS Renovations - Floors 1 - 5 & 10,68_6830_CTHS Renovations - Floors 1 - 5 & 10
68,Criminal Justice CIP,6830,Judicial Facilities,Davie St Parking Deck,68_6830_Davie St Parking Deck
68,Criminal Justice CIP,6830,Judicial Facilities,EOC and PSC Tunnel Fire Sprinkler,68_6830_EOC and PSC Tunnel Fire Sprinkler
68,Criminal Justice CIP,6830,Judicial Facilities,General Judicial Facilities Planned Proj,68_6830_General Judicial Facilities Planned Proj
68,Criminal Justice CIP,6830,Judicial Facilities,Justice Center,68_6830_Justice Center
68,Criminal Justice CIP,6830,Judicial Facilities,Justice Facilities Displacements,68_6830_Justice Facilities Displacements
68,Criminal Justice CIP,6830,Judicial Facilities,NC Business Court Partnership Upfit,68_6830_NC Business Court Partnership Upfit
68,Criminal Justice CIP,6830,Judicial Facilities,NC Business Court Upfit,68_6830_NC Business Court Upfit
68,Criminal Justice CIP,6830,Judicial Facilities,Salisbury Street Lobby Renovation,68_6830_Salisbury Street Lobby Renovation
68,Criminal Justice CIP,6830,Judicial Facilities,Stairwell/Elevator Security,68_6830_Stairwell/Elevator Security
68,Criminal Justice CIP,6830,Judicial Facilities,Upper Parking Deck Abatement,68_6830_Upper Parking Deck Abatement
68,Criminal Justice CIP,6830,Judicial Facilities,WCCH Elevator Upgrade/Refurbishment,68_6830_WCCH Elevator Upgrade/Refurbishment
68,Criminal Justice CIP,6830,Judicial Facilities,WCCH Genset B (generator),68_6830_WCCH Genset B (generator)
68,Criminal Justice CIP,6840,Public Safety Center,Public Safety Center Renovations,68_6840_Public Safety Center Renovations
68,Criminal Justice CIP,6850,Criminal Justice Equipment,DWI Lab Equipment Upgrade,68_6850_DWI Lab Equipment Upgrade
68,Criminal Justice CIP,6850,Criminal Justice Equipment,Firearms/Ballistics Lab,68_6850_Firearms/Ballistics Lab
68,Criminal Justice CIP,6850,Criminal Justice Equipment,Sheriff - Taser Replacement,68_6850_Sheriff - Taser Replacement
70,Public Libraries CIP,7000,Library Projects,Cary Regional Library - Books,70_7000_Cary Regional Library - Books
70,Public Libraries CIP,7000,Library Projects,Cary Regional Library - Parking Deck,70_7000_Cary Regional Library - Parking Deck
70,Public Libraries CIP,7000,Library Projects,Cary Regional Library (Land & Construction),70_7000_Cary Regional Library (Land & Construction)
70,Public Libraries CIP,7000,Library Projects,East Regional Library Upgrade,70_7000_East Regional Library Upgrade
70,Public Libraries CIP,7000,Library Projects,Eva Perry Library Renovations,70_7000_Eva Perry Library Renovations
70,Public Libraries CIP,7000,Library Projects,Fuquay Varina Library - Books,70_7000_Fuquay Varina Library - Books
70,Public Libraries CIP,7000,Library Projects,Fuquay Varina Library (Construction),70_7000_Fuquay Varina Library (Construction)
70,Public Libraries CIP,7000,Library Projects,Leesville Branch Library,70_7000_Leesville Branch Library
70,Public Libraries CIP,7000,Library Projects,Master Libraries,70_7000_Master Libraries
70,Public Libraries CIP,7000,Library Projects,Middle Creek Library - Books,70_7000_Middle Creek Library - Books
70,Public Libraries CIP,7000,Library Projects,Middle Creek Library (Construction),70_7000_Middle Creek Library (Construction)
70,Public Libraries CIP,7000,Library Projects,Morrisville Library,70_7000_Morrisville Library
70,Public Libraries CIP,7000,Library Projects,Morrisville Library - Books,70_7000_Morrisville Library - Books
70,Public Libraries CIP,7000,Library Projects,North Hills Library - Land & Construction,70_7000_North Hills Library - Land & Construction
70,Public Libraries CIP,7000,Library Projects,North Regional Library,70_7000_North Regional Library
70,Public Libraries CIP,7000,Library Projects,NorthEast Regional Library,70_7000_Northeast Regional Library
70,Public Libraries CIP,7000,Library Projects,Northeastern Regional Library - Books,70_7000_Northeastern Regional Library - Books
70,Public Libraries CIP,7000,Library Projects,Olivia Raney Library FCA,70_7000_Olivia Raney Library FCA
70,Public Libraries CIP,7000,Library Projects,Southeast Regional Library Upgrade,70_7000_Southeast Regional Library Upgrade
70,Public Libraries CIP,7000,Library Projects,Wake Forest Library,70_7000_Wake Forest Library
70,Public Libraries CIP,7000,Library Projects,Wake Forest Library - Books,70_7000_Wake Forest Library - Books
70,Public Libraries CIP,7000,Library Projects,Zebulon Library Upgrade FCA,70_7000_Zebulon Library Upgrade FCA
70,Public Libraries CIP,7010,Library Materials & Collections,Library Materials & Collection Development,70_7010_Library Materials & Collection Development
72,Open Space,7200,Open Space,Beaver Creek Greenway,72_7200_Beaver Creek Greenway
72,Open Space,7200,Open Space,Beaverdam Greenway,72_7200_Beaverdam Greenway
72,Open Space,7200,Open Space,Buffalo Creek Assemblage,72_7200_Buffalo Creek Assemblage
72,Open Space,7200,Open Space,Buffalo Creek Partnership - Wendell,72_7200_Buffalo Creek Partnership - Wendell
72,Open Space,7200,Open Space,Cary White Oak Greenway,72_7200_Cary White Oak Greenway
72,Open Space,7200,Open Space,County-wide Greenway Master Planning,72_7200_County-wide Greenway Master Planning
72,Open Space,7200,Open Space,Crabtree Creek Greenway - Cary Portion,72_7200_Crabtree Creek Greenway - Cary Portion
72,Open Space,7200,Open Space,Depot Trail Greenway (FV),72_7200_Depot Trail Greenway (FV)
72,Open Space,7200,Open Space,Frances Parham Property,72_7200_Frances Parham Property
72,Open Space,7200,Open Space,Gehrke Property Acquisition,72_7200_Gehrke Property Acquisition
72,Open Space,7200,Open Space,Gehrke Property Acquistion,72_7200_Gehrke Property Acquistion
72,Open Space,7200,Open Space,Granite Falls Greenway,72_7200_Granite Falls Greenway
72,Open Space,7200,Open Space,HL Medlin Farms Property,72_7200_HL Medlin Farms Property
72,Open Space,7200,Open Space,Holloman Property Acquistion,72_7200_Holloman Property Acquistion
72,Open Space,7200,Open Space,Kellam-Wyatt Farm,72_7200_Kellam-Wyatt Farm
72,Open Space,7200,Open Space,Liles Property,72_7200_Liles Property
72,Open Space,7200,Open Space,Liles Property - Phase 2,72_7200_Liles Property - Phase 2
72,Open Space,7200,Open Space,Little River Reimbursement - Raleigh,72_7200_Little River Reimbursement - Raleigh
72,Open Space,7200,Open Space,Middle Creek Greenway,72_7200_Middle Creek Greenway
72,Open Space,7200,Open Space,Moore Open Space,72_7200_Moore Open Space
72,Open Space,7200,Open Space,Morrisville/Crabtree/Hatcher Creek Greenway,72_7200_Morrisville/Crabtree/Hatcher Creek Greenway
72,Open Space,7200,Open Space,Open Space Administration,72_7200_Open Space Administration
72,Open Space,7200,Open Space,Procter Farm Preserve,72_7200_Procter Farm Preserve
72,Open Space,7200,Open Space,Ray Farm - Falls Lake,72_7200_Ray Farm - Falls Lake
72,Open Space,7200,Open Space,Robertson's Mill Pond Preserve,72_7200_Robertson's Mill Pond Preserve
72,Open Space,7200,Open Space,Robertson's Mill Pond Preserve Ph 2/Part F,72_7200_Robertson's Mill Pond Preserve Ph 2/Part F
72,Open Space,7200,Open Space,Shugart Property,72_7200_Shugart Property
72,Open Space,7200,Open Space,Smith Creek (Granville Co),72_7200_Smith Creek (Granville Co)
72,Open Space,7200,Open Space,Smith Creek Greenway,72_7200_Smith Creek Greenway
72,Open Space,7200,Open Space,Sonya Tongue Property,72_7200_Sonya Tongue Property
72,Open Space,7200,Open Space,Spruill Property Acquistion,72_7200_Spruill Property Acquistion
72,Open Space,7200,Open Space,Todd Property,72_7200_Todd Property
72,Open Space,7200,Open Space,TOW - Open Space Loan Agreement,72_7200_TOW - Open Space Loan Agreement
72,Open Space,7200,Open Space,Turnipseed Preserve,72_7200_Turnipseed Preserve
72,Open Space,7200,Open Space,Turnipseed Preserve Ph 2/LWCF,72_7200_Turnipseed Preserve Ph 2/LWCF
72,Open Space,7200,Open Space,Unallocated Open Space,72_7200_Unallocated Open Space
72,Open Space,7200,Open Space,Watson Marks Creek,72_7200_Watson Marks Creek
72,Open Space,7200,Open Space,Yeager Property,72_7200_Yeager Property
74,"Parks, Recreation, Greenways & Open Space CIP",7410,County Parks,Aquatic Species Propagation Facility,74_7410_Aquatic Species Propagation Facility
74,"Parks, Recreation, Greenways & Open Space CIP",7410,County Parks,Beech Bluff Park,74_7410_Beech Bluff Park
74,"Parks, Recreation, Greenways & Open Space CIP",7410,County Parks,Crooked Creek Park,74_7410_Crooked Creek Park
74,"Parks, Recreation, Greenways & Open Space CIP",7410,County Parks,Parks Facility Master Planning,74_7410_Parks Facility Master Planning
74,"Parks, Recreation, Greenways & Open Space CIP",7410,County Parks,Randleigh Farm,74_7410_Randleigh Farm
74,"Parks, Recreation, Greenways & Open Space CIP",7410,County Parks,Southeast Regional Wake Co Park,74_7410_Southeast Regional Wake Co Park
74,"Parks, Recreation, Greenways & Open Space CIP",7420,Community Use Of School/Parks,Bryan Road ES Community Use,74_7420_Bryan Road ES Community Use
74,"Parks, Recreation, Greenways & Open Space CIP",7420,Community Use Of School/Parks,General Community Use Of Schools,74_7420_General Community Use Of Schools
74,"Parks, Recreation, Greenways & Open Space CIP",7420,Community Use Of School/Parks,South Lake ES Community Use,74_7420_South Lake ES Community Use
74,"Parks, Recreation, Greenways & Open Space CIP",7490,Existing Park Facility Improvements,ADA Compliance - Lake Crabtree,74_7490_ADA Compliance - Lake Crabtree
74,"Parks, Recreation, Greenways & Open Space CIP",7490,Existing Park Facility Improvements,PARK FACILITY IMPROVEMENTS,74_7490_PARK FACILITY IMPROVEMENTS
76,Public Safety CIP,7620,Computer Aided Dispatch,CAD System Replacement,76_7620_CAD System Replacement
76,Public Safety CIP,7630,800 MHZ Radio Communications,800 MHz Radio System Infrastructure Replacement,76_7630_800 MHz Radio System Infrastructure Replacement
76,Public Safety CIP,7630,800 MHZ Radio Communications,800Mhz Infrastructure Study,76_7630_800Mhz Infrastructure Study
76,Public Safety CIP,7630,800 MHZ Radio Communications,Alpha Numeric Paging Infrastructure Replacement,76_7630_Alpha Numeric Paging Infrastructure Replacement
76,Public Safety CIP,7630,800 MHZ Radio Communications,Alpha Pager Replacement,76_7630_Alpha Pager Replacement
76,Public Safety CIP,7630,800 MHZ Radio Communications,Sprint/Nextel - Rebanding Project,76_7630_Sprint/Nextel - Rebanding Project
76,Public Safety CIP,7630,800 MHZ Radio Communications,Tone & Voice Pager Infrastructure Replacement,76_7630_Tone & Voice Pager Infrastructure Replacement
76,Public Safety CIP,7630,800 MHZ Radio Communications,Tone & Voice Pager Replacement,76_7630_Tone & Voice Pager Replacement
76,Public Safety CIP,7640,EMS,800 MHz Subscriber Unit,76_7640_800 MHz Subscriber Unit
76,Public Safety CIP,7640,EMS,Bay Leaf Station 3,76_7640_Bay Leaf Station 3
76,Public Safety CIP,7640,EMS,Brier Creek EMS,76_7640_Brier Creek EMS
76,Public Safety CIP,7640,EMS,Emergency Operations Center,76_7640_Emergency Operations Center
76,Public Safety CIP,7640,EMS,EMS - Apex Station,76_7640_EMS - Apex Station
76,Public Safety CIP,7640,EMS,EMS - Lynn Road,76_7640_EMS - Lynn Road
76,Public Safety CIP,7640,EMS,EMS - McCuller-Garner West Station,76_7640_EMS - McCuller-Garner West Station
76,Public Safety CIP,7640,EMS,EMS - SW Holly Springs Fire Station,76_7640_EMS - SW Holly Springs Fire Station
76,Public Safety CIP,7640,EMS,EMS Defibrillators,76_7640_EMS Defibrillators
76,Public Safety CIP,7640,EMS,EMS District Drive Station,76_7640_EMS District Drive Station
76,Public Safety CIP,7640,EMS,EMS Holding Account,76_7640_EMS Holding Account
76,Public Safety CIP,7640,EMS,Fuquay North EMS Station Co-Location,76_7640_Fuquay North EMS Station Co-Location
76,Public Safety CIP,7640,EMS,Hilltop/Fuquay Fire Station #2 (EMS) Bay Expansion,76_7640_Hilltop/Fuquay Fire Station #2 (EMS) Bay Expansion
76,Public Safety CIP,7640,EMS,Knightdale South Co-location,76_7640_Knightdale South Co-location
76,Public Safety CIP,7640,EMS,New Hope (EMS),76_7640_New Hope (EMS)
76,Public Safety CIP,7640,EMS,Public Safety Warehouse,76_7640_Public Safety Warehouse
76,Public Safety CIP,7640,EMS,Wendell Falls EMS Co-Location,76_7640_Wendell Falls EMS Co-Location
76,Public Safety CIP,7640,EMS,Wendell Main EMS Station Replacement,76_7640_Wendell Main EMS Station Replacement
76,Public Safety CIP,7650,Public Safety,EOC Commons Study,76_7650_EOC Commons Study
76,Public Safety CIP,7650,Public Safety,Former 911 Emergency Fund,76_7650_Former 911 Emergency Fund
76,Public Safety CIP,7650,Public Safety,PS Mass Notification,76_7650_PS Mass Notification
76,Public Safety CIP,7650,Public Safety,WC & TOC CAD-to-CAD Interface,76_7650_WC & TOC CAD-to-CAD Interface
76,Public Safety CIP,7660,Sheriff,Sheriff's Training Facility,76_7660_Sheriff's Training Facility
79,Economic Devolopment,7910,On-Site Water and Sewer,Credit Suisse Water and Sewer Infra (On-Site),79_7910_Credit Suisse Water and Sewer Infra (On-Site)
79,Economic Devolopment,7910,On-Site Water and Sewer,On-Site Water and Sewer Unallocated in RTP,79_7910_On-Site Water and Sewer Unallocated in RTP
79,Economic Devolopment,7920,Off-Site Water and Sewer,Jordan Lake Water Allocation,79_7920_Jordan Lake Water Allocation
79,Economic Devolopment,7920,Off-Site Water and Sewer,RTP Off-Site Water and Sewer Unallocated,79_7920_RTP Off-Site Water and Sewer Unallocated
79,Economic Devolopment,7930,Economic Incentives,A Wireless,79_7930_A Wireless
79,Economic Devolopment,7930,Economic Incentives,Conduent,79_7930_Conduent
79,Economic Devolopment,7930,Economic Incentives,Credit Suisse,79_7930_Credit Suisse
79,Economic Devolopment,7930,Economic Incentives,Credit Suisse 2,79_7930_Credit Suisse 2
79,Economic Devolopment,7930,Economic Incentives,Economic Incentives Unallocated,79_7930_Economic Incentives Unallocated
79,Economic Devolopment,7930,Economic Incentives,INC Research,79_7930_INC Research
79,Economic Devolopment,7930,Economic Incentives,InfoSys,79_7930_InfoSys
79,Economic Devolopment,7930,Economic Incentives,MetLife,79_7930_MetLife
79,Economic Devolopment,7930,Economic Incentives,NetApp,79_7930_NetApp
79,Economic Devolopment,7930,Economic Incentives,NetApp 2,79_7930_NetApp 2
79,Economic Devolopment,7930,Economic Incentives,Novartis,79_7930_Novartis
79,Economic Devolopment,7930,Economic Incentives,Novartis/Seqirus,79_7930_Novartis/Seqirus
79,Economic Devolopment,7930,Economic Incentives,Novozymes,79_7930_Novozymes
79,Economic Devolopment,7930,Economic Incentives,Raleigh Bike Share Agreement,79_7930_Raleigh Bike Share Agreement
79,Economic Devolopment,7930,Economic Incentives,RDU Delta Revenue Guaranty Agreement,79_7930_RDU Delta Revenue Guaranty Agreement
79,Economic Devolopment,7930,Economic Incentives,Red Hat,79_7930_Red Hat
79,Economic Devolopment,7930,Economic Incentives,Trilliant,79_7930_Trilliant
79,Economic Devolopment,7930,Economic Incentives,Xellia,79_7930_Xellia
79,Economic Devolopment,7940,Watershed Nutrient Management,Nutrient Reduction Study,79_7940_Nutrient Reduction Study
79,Economic Devolopment,7950,"Water, Sewer & Road Improvements",Banks Pointe Road Improvements,79_7950_Banks Pointe Road Improvements
79,Economic Devolopment,7950,"Water, Sewer & Road Improvements",Forrest Ridge Subdivision Road Improvements,79_7950_Forrest Ridge Subdivision Road Improvements
79,Economic Devolopment,7950,"Water, Sewer & Road Improvements",Mallard Crossing Subdivision Road Improvements,79_7950_Mallard Crossing Subdivision Road Improvements
79,Economic Devolopment,7950,"Water, Sewer & Road Improvements",Preserve at Longbranch (Paving),79_7950_Preserve at Longbranch (Paving)
79,Economic Devolopment,7950,"Water, Sewer & Road Improvements","Reserved for Future Water, Sewer & Road Improvments","79_7950_Reserved for Future Water, Sewer & Road Improvments"
79,Economic Devolopment,7950,"Water, Sewer & Road Improvements",Rose Hall Subdivision Road Improvements,79_7950_Rose Hall Subdivision Road Improvements
79,Economic Devolopment,7950,"Water, Sewer & Road Improvements","Water, Sewer & Road Studies","79_7950_Water, Sewer & Road Studies"
84,Fire And Rescue CIP,8420,Fire Facilities,Fire Facility Condition Assessments,84_8420_Fire Facility Condition Assessments
84,Fire And Rescue CIP,8420,Fire Facilities,Fire Planned Facility Repairs,84_8420_Fire Planned Facility Repairs
84,Fire And Rescue CIP,8420,Fire Facilities,Stony Hill Remediation,84_8420_Stony Hill Remediation
84,Fire And Rescue CIP,8420,Fire Facilities,"Wendell Falls Station, Fire Tax Portion","84_8420_Wendell Falls Station, Fire Tax Portion"
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,CONTINGENCIES & GRANT MATCHES,84_8430_CONTINGENCIES & GRANT MATCHES
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Fire 800MHZ - Omnilink Upgrade,84_8430_Fire 800MHZ - Omnilink Upgrade
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Fire Air Bottle Replacement,84_8430_Fire Air Bottle Replacement
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Fire Defibrillators,84_8430_Fire Defibrillators
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Fire SCBA's,84_8430_Fire SCBA's
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Fire Small Capital - FY16,84_8430_Fire Small Capital - FY16
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Fire Small Capital - FY17,84_8430_Fire Small Capital - FY17
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Fire Small Capital - FY18,84_8430_Fire Small Capital - FY18
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Fire Small Capital - FY19,84_8430_Fire Small Capital - FY19
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Fire Thermal Imaging Cameras,84_8430_Fire Thermal Imaging Cameras
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,Pager Replacements,84_8430_Pager Replacements
84,Fire And Rescue CIP,8430,Fire Fighting Equipment,TURNOUT GEAR,84_8430_TURNOUT GEAR
84,Fire And Rescue CIP,8440,Fire Apparatus,Apparatus Emergency Repairs,84_8440_Apparatus Emergency Repairs
84,Fire And Rescue CIP,8440,Fire Apparatus,Cost Share apparatus debt payments,84_8440_Cost Share apparatus debt payments
84,Fire And Rescue CIP,8440,Fire Apparatus,Fire Small Vehicles,84_8440_Fire Small Vehicles
84,Fire And Rescue CIP,8440,Fire Apparatus,FY15 Large Apparatus - Municipal,84_8440_FY15 Large Apparatus - Municipal
84,Fire And Rescue CIP,8440,Fire Apparatus,FY15 Large Apparatus - Rural,84_8440_FY15 Large Apparatus - Rural
84,Fire And Rescue CIP,8440,Fire Apparatus,FY16 Large Apparatus - Municipal,84_8440_FY16 Large Apparatus - Municipal
84,Fire And Rescue CIP,8440,Fire Apparatus,FY16 Large Apparatus - Rural,84_8440_FY16 Large Apparatus - Rural
84,Fire And Rescue CIP,8440,Fire Apparatus,FY17 Large Apparatus - Municipal,84_8440_FY17 Large Apparatus - Municipal
84,Fire And Rescue CIP,8440,Fire Apparatus,FY17 Large Apparatus - Rural,84_8440_FY17 Large Apparatus - Rural
84,Fire And Rescue CIP,8440,Fire Apparatus,FY18 Large Apparatus - Rural,84_8440_FY18 Large Apparatus - Rural
84,Fire And Rescue CIP,8440,Fire Apparatus,FY19 Large Apparatus - Municipal,84_8440_FY19 Large Apparatus - Municipal
84,Fire And Rescue CIP,8440,Fire Apparatus,FY19 Large Apparatus - Rural,84_8440_FY19 Large Apparatus - Rural
84,Fire And Rescue CIP,8440,Fire Apparatus,General Fire Apparatus,84_8440_General Fire Apparatus
84,Fire And Rescue CIP,8499,Fire Capital Uncommitted,Fire Capital Uncommitted,84_8499_Fire Capital Uncommitted
84,Fire And Rescue CIP,8499,Fire Capital Uncommitted,Fire Preexisting Department - Debt Service,84_8499_Fire Preexisting Department - Debt Service
84,Fire And Rescue CIP,8499,Fire Capital Uncommitted,Garner Station #4 Interlocal Agreement,84_8499_Garner Station #4 Interlocal Agreement
84,Fire And Rescue CIP,8499,Fire Capital Uncommitted,Transfer to Debt Service Fund,84_8499_Transfer to Debt Service Fund
86,Major Facilities Capital Fund,8600,Occupancy And Prepared Food CIP,5 County Stadium Scoreboard,86_8600_5 County Stadium Scoreboard
86,Major Facilities Capital Fund,8600,Occupancy And Prepared Food CIP,Ammons Competition Complex,86_8600_Ammons Competition Complex
86,Major Facilities Capital Fund,8600,Occupancy And Prepared Food CIP,Five County Stadium,86_8600_Five County Stadium
86,Major Facilities Capital Fund,8600,Occupancy And Prepared Food CIP,"Five County Stadium - Capital Improvements, Repairs & Rent","86_8600_Five County Stadium - Capital Improvements, Repairs & Rent"
86,Major Facilities Capital Fund,8600,Occupancy And Prepared Food CIP,Green Square Project,86_8600_Green Square Project
86,Major Facilities Capital Fund,8600,Occupancy And Prepared Food CIP,Holly Springs - North Main Complex,86_8600_Holly Springs - North Main Complex
86,Major Facilities Capital Fund,8600,Occupancy And Prepared Food CIP,Marbles Kid Grid,86_8600_Marbles Kid Grid
86,Major Facilities Capital Fund,8600,Occupancy And Prepared Food CIP,Marbles/IMAX Upgrades,86_8600_Marbles/IMAX Upgrades
86,Major Facilities Capital Fund,8600,Occupancy And Prepared Food CIP,RESERVED FOR FUTURE PROJECTS,86_8600_Reserved for Future Projects
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,Ammons Competition Complex,86_8610_Ammons Competition Complex
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,Fleming Loop Park Project,86_8610_Fleming Loop Park Project
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,Holly Springs - North Main Complex,86_8610_Holly Springs - North Main Complex
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,Marble Kids Museum PLaY-stallation Project,86_8610_Marble Kids Museum PLaY-stallation Project
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,NC State Gregg Museum,86_8610_NC State Gregg Museum
86,Major Facilities Capital Fund,8610,2 for 1 Competitive Projects,NCMA Park Expansion Project,86_8610_NCMA Park Expansion Project
