,transaction,items,day_time,day_type,date,sales
502,284,Coffee,Morning,Weekday,2016-02-11,2.2
503,284,Farm House,Morning,Weekday,2016-02-11,2.9
504,285,Farm House,Morning,Weekday,2016-02-11,2.9
505,285,Farm House,Morning,Weekday,2016-02-11,2.9
506,285,Pastry,Morning,Weekday,2016-02-11,2.2
507,286,Bread,Morning,Weekday,2016-02-11,1.4
508,286,Juice,Morning,Weekday,2016-02-11,2.4
510,287,Coffee,Morning,Weekday,2016-02-11,2.2
511,287,Pastry,Morning,Weekday,2016-02-11,2.2
512,288,Bread,Morning,Weekday,2016-02-11,1.4
514,289,Bread,Morning,Weekday,2016-02-11,1.4
515,290,Coffee,Morning,Weekday,2016-02-11,2.2
516,290,Cookies,Morning,Weekday,2016-02-11,1.25
517,291,Coffee,Morning,Weekday,2016-02-11,2.2
518,292,Cookies,Morning,Weekday,2016-02-11,1.25
519,294,Coffee,Morning,Weekday,2016-02-11,2.2
520,295,Bread,Morning,Weekday,2016-02-11,1.4
521,296,Farm House,Morning,Weekday,2016-02-11,2.9
523,297,Coffee,Afternoon,Weekday,2016-02-11,2.2
524,297,Muffin,Afternoon,Weekday,2016-02-11,2.3
526,298,Coffee,Afternoon,Weekday,2016-02-11,2.2
527,298,Coke,Afternoon,Weekday,2016-02-11,1.1
528,299,Bread,Afternoon,Weekday,2016-02-11,1.4
530,300,Farm House,Afternoon,Weekday,2016-02-11,2.9
532,300,Coffee,Afternoon,Weekday,2016-02-11,2.2
533,300,Coffee,Afternoon,Weekday,2016-02-11,2.2
534,301,Juice,Afternoon,Weekday,2016-02-11,2.4
535,301,Soup,Afternoon,Weekday,2016-02-11,2.75
536,302,Soup,Afternoon,Weekday,2016-02-11,2.75
537,302,Tea,Afternoon,Weekday,2016-02-11,1.2
538,303,Juice,Afternoon,Weekday,2016-02-11,2.4
539,303,Tea,Afternoon,Weekday,2016-02-11,1.2
540,303,Cookies,Afternoon,Weekday,2016-02-11,1.25
541,303,Soup,Afternoon,Weekday,2016-02-11,2.75
542,304,Tea,Afternoon,Weekday,2016-02-11,1.2
543,306,Coffee,Afternoon,Weekday,2016-02-11,2.2
544,306,Juice,Afternoon,Weekday,2016-02-11,2.4
545,306,Soup,Afternoon,Weekday,2016-02-11,2.75
546,309,Tea,Afternoon,Weekday,2016-02-11,1.2
547,310,Coffee,Afternoon,Weekday,2016-02-11,2.2
548,310,Sandwich,Afternoon,Weekday,2016-02-11,3.8
549,310,Sandwich,Afternoon,Weekday,2016-02-11,3.8
550,311,Cookies,Afternoon,Weekday,2016-02-11,1.25
551,311,Farm House,Afternoon,Weekday,2016-02-11,2.9
552,312,Soup,Afternoon,Weekday,2016-02-11,2.75
553,312,Tea,Afternoon,Weekday,2016-02-11,1.2
554,312,Juice,Afternoon,Weekday,2016-02-11,2.4
555,313,Soup,Afternoon,Weekday,2016-02-11,2.75
556,314,Coffee,Afternoon,Weekday,2016-02-11,2.2
557,316,Bread,Afternoon,Weekday,2016-02-11,1.4
558,317,Cookies,Afternoon,Weekday,2016-02-11,1.25
559,317,Tea,Afternoon,Weekday,2016-02-11,1.2
560,318,Soup,Afternoon,Weekday,2016-02-11,2.75
561,318,Bread,Afternoon,Weekday,2016-02-11,1.4
562,319,Coffee,Afternoon,Weekday,2016-02-11,2.2
563,320,Coffee,Afternoon,Weekday,2016-02-11,2.2
564,321,Coffee,Afternoon,Weekday,2016-02-11,2.2
565,321,Tea,Afternoon,Weekday,2016-02-11,1.2
566,322,Bread,Afternoon,Weekday,2016-02-11,1.4
567,323,Tea,Afternoon,Weekday,2016-02-11,1.2
568,324,Coffee,Afternoon,Weekday,2016-02-11,2.2
569,324,Tea,Afternoon,Weekday,2016-02-11,1.2
570,325,Coffee,Afternoon,Weekday,2016-02-11,2.2
571,327,Tea,Afternoon,Weekday,2016-02-11,1.2
572,328,Soup,Afternoon,Weekday,2016-02-11,2.75
573,328,Tea,Afternoon,Weekday,2016-02-11,1.2
574,329,Juice,Afternoon,Weekday,2016-02-11,2.4
576,331,Bread,Afternoon,Weekday,2016-02-11,1.4
577,332,Coffee,Afternoon,Weekday,2016-02-11,2.2
579,333,Juice,Afternoon,Weekday,2016-02-11,2.4
581,333,Cookies,Afternoon,Weekday,2016-02-11,1.25
582,334,Coffee,Evening,Weekday,2016-02-11,2.2
584,336,Juice,Evening,Weekday,2016-02-11,2.4
585,337,Coffee,Evening,Weekday,2016-02-11,2.2
587,338,Coffee,Evening,Weekday,2016-02-11,2.2
589,340,Coffee,Morning,Weekday,2016-03-11,2.2
590,340,Bread,Morning,Weekday,2016-03-11,1.4
591,341,Croissant,Morning,Weekday,2016-03-11,1.6
592,341,Croissant,Morning,Weekday,2016-03-11,1.6
593,342,Croissant,Morning,Weekday,2016-03-11,1.6
594,342,Bread,Morning,Weekday,2016-03-11,1.4
595,343,Farm House,Morning,Weekday,2016-03-11,2.9
596,344,Coffee,Morning,Weekday,2016-03-11,2.2
597,344,Pastry,Morning,Weekday,2016-03-11,2.2
598,345,Farm House,Morning,Weekday,2016-03-11,2.9
599,346,Coffee,Morning,Weekday,2016-03-11,2.2
600,346,Coffee,Morning,Weekday,2016-03-11,2.2
601,346,Pastry,Morning,Weekday,2016-03-11,2.2
602,346,Pastry,Morning,Weekday,2016-03-11,2.2
603,346,Coffee,Morning,Weekday,2016-03-11,2.2
604,347,Croissant,Morning,Weekday,2016-03-11,1.6
605,348,Bread,Morning,Weekday,2016-03-11,1.4
606,348,Tea,Morning,Weekday,2016-03-11,1.2
607,348,Sandwich,Morning,Weekday,2016-03-11,3.8
608,349,Bread,Morning,Weekday,2016-03-11,1.4
609,350,Coffee,Morning,Weekday,2016-03-11,2.2
610,350,Farm House,Morning,Weekday,2016-03-11,2.9
611,352,Bread,Morning,Weekday,2016-03-11,1.4
612,353,Pastry,Morning,Weekday,2016-03-11,2.2
613,353,Bread,Morning,Weekday,2016-03-11,1.4
614,354,Farm House,Morning,Weekday,2016-03-11,2.9
615,354,Pastry,Morning,Weekday,2016-03-11,2.2
616,355,Bread,Morning,Weekday,2016-03-11,1.4
617,355,Pastry,Morning,Weekday,2016-03-11,2.2
618,356,Pastry,Morning,Weekday,2016-03-11,2.2
619,356,Bread,Morning,Weekday,2016-03-11,1.4
620,357,Coffee,Morning,Weekday,2016-03-11,2.2
621,358,Farm House,Morning,Weekday,2016-03-11,2.9
622,359,Bread,Morning,Weekday,2016-03-11,1.4
623,359,Pastry,Morning,Weekday,2016-03-11,2.2
624,360,Coffee,Morning,Weekday,2016-03-11,2.2
625,360,Tea,Morning,Weekday,2016-03-11,1.2
626,360,Bread,Morning,Weekday,2016-03-11,1.4
627,363,Pastry,Morning,Weekday,2016-03-11,2.2
628,363,Croissant,Morning,Weekday,2016-03-11,1.6
629,363,Croissant,Morning,Weekday,2016-03-11,1.6
630,364,Coffee,Morning,Weekday,2016-03-11,2.2
631,365,Tea,Morning,Weekday,2016-03-11,1.2
632,366,Bread,Morning,Weekday,2016-03-11,1.4
633,367,Bread,Morning,Weekday,2016-03-11,1.4
634,367,Pastry,Morning,Weekday,2016-03-11,2.2
635,368,Pastry,Morning,Weekday,2016-03-11,2.2
636,369,Farm House,Morning,Weekday,2016-03-11,2.9
637,370,Tea,Morning,Weekday,2016-03-11,1.2
638,371,Coffee,Morning,Weekday,2016-03-11,2.2
639,371,Brownie,Morning,Weekday,2016-03-11,2.8
641,372,Bread,Morning,Weekday,2016-03-11,1.4
642,372,Cookies,Morning,Weekday,2016-03-11,1.25
643,373,Coffee,Morning,Weekday,2016-03-11,2.2
644,374,Bread,Morning,Weekday,2016-03-11,1.4
645,375,Coffee,Morning,Weekday,2016-03-11,2.2
646,375,Coffee,Morning,Weekday,2016-03-11,2.2
647,375,Pastry,Morning,Weekday,2016-03-11,2.2
648,376,Soup,Morning,Weekday,2016-03-11,2.75
649,376,Coffee,Morning,Weekday,2016-03-11,2.2
650,377,Soup,Morning,Weekday,2016-03-11,2.75
651,377,Pastry,Morning,Weekday,2016-03-11,2.2
652,378,Pastry,Morning,Weekday,2016-03-11,2.2
653,378,Bread,Morning,Weekday,2016-03-11,1.4
654,379,Pastry,Morning,Weekday,2016-03-11,2.2
655,379,Croissant,Morning,Weekday,2016-03-11,1.6
656,380,Tea,Morning,Weekday,2016-03-11,1.2
657,380,Coffee,Morning,Weekday,2016-03-11,2.2
658,381,Bread,Morning,Weekday,2016-03-11,1.4
659,381,Cookies,Morning,Weekday,2016-03-11,1.25
660,382,Coffee,Afternoon,Weekday,2016-03-11,2.2
661,382,Coffee,Afternoon,Weekday,2016-03-11,2.2
662,382,Bread,Afternoon,Weekday,2016-03-11,1.4
663,382,Sandwich,Afternoon,Weekday,2016-03-11,3.8
664,383,Coffee,Afternoon,Weekday,2016-03-11,2.2
665,384,Coffee,Afternoon,Weekday,2016-03-11,2.2
666,384,Sandwich,Afternoon,Weekday,2016-03-11,3.8
667,384,Brownie,Afternoon,Weekday,2016-03-11,2.8
668,385,Brownie,Afternoon,Weekday,2016-03-11,2.8
669,385,Cookies,Afternoon,Weekday,2016-03-11,1.25
670,386,Coffee,Afternoon,Weekday,2016-03-11,2.2
671,387,Coffee,Afternoon,Weekday,2016-03-11,2.2
672,388,Sandwich,Afternoon,Weekday,2016-03-11,3.8
673,388,Bread,Afternoon,Weekday,2016-03-11,1.4
674,388,Coffee,Afternoon,Weekday,2016-03-11,2.2
675,389,Coffee,Afternoon,Weekday,2016-03-11,2.2
676,389,Hot chocolate,Afternoon,Weekday,2016-03-11,1.9
677,390,Tea,Afternoon,Weekday,2016-03-11,1.2
678,391,Sandwich,Afternoon,Weekday,2016-03-11,3.8
679,391,Coffee,Afternoon,Weekday,2016-03-11,2.2
680,391,Brownie,Afternoon,Weekday,2016-03-11,2.8
681,392,Brownie,Afternoon,Weekday,2016-03-11,2.8
682,392,Pastry,Afternoon,Weekday,2016-03-11,2.2
683,392,Farm House,Afternoon,Weekday,2016-03-11,2.9
684,393,Cake,Afternoon,Weekday,2016-03-11,2.5
685,394,Soup,Afternoon,Weekday,2016-03-11,2.75
686,397,Coffee,Afternoon,Weekday,2016-03-11,2.2
687,397,Coffee,Afternoon,Weekday,2016-03-11,2.2
688,397,Pastry,Afternoon,Weekday,2016-03-11,2.2
689,398,Coffee,Afternoon,Weekday,2016-03-11,2.2
690,399,Tea,Afternoon,Weekday,2016-03-11,1.2
691,399,Cake,Afternoon,Weekday,2016-03-11,2.5
692,400,Coffee,Afternoon,Weekday,2016-03-11,2.2
693,400,Soup,Afternoon,Weekday,2016-03-11,2.75
694,401,Bread,Afternoon,Weekday,2016-03-11,1.4
695,402,Hot chocolate,Afternoon,Weekday,2016-03-11,1.9
696,402,Coffee,Afternoon,Weekday,2016-03-11,2.2
698,403,Brownie,Afternoon,Weekday,2016-03-11,2.8
699,403,Pastry,Afternoon,Weekday,2016-03-11,2.2
700,403,Cake,Afternoon,Weekday,2016-03-11,2.5
701,404,Croissant,Afternoon,Weekday,2016-03-11,1.6
704,406,Bread,Afternoon,Weekday,2016-03-11,1.4
705,406,Cake,Afternoon,Weekday,2016-03-11,2.5
706,407,Cake,Afternoon,Weekday,2016-03-11,2.5
707,407,Coffee,Afternoon,Weekday,2016-03-11,2.2
708,408,Bread,Afternoon,Weekday,2016-03-11,1.4
709,409,Sandwich,Afternoon,Weekday,2016-03-11,3.8
710,410,Bread,Afternoon,Weekday,2016-03-11,1.4
711,410,Coffee,Afternoon,Weekday,2016-03-11,2.2
713,410,Croissant,Afternoon,Weekday,2016-03-11,1.6
714,411,Coffee,Afternoon,Weekday,2016-03-11,2.2
715,412,Bread,Afternoon,Weekday,2016-03-11,1.4
717,413,Tea,Afternoon,Weekday,2016-03-11,1.2
718,413,Coffee,Afternoon,Weekday,2016-03-11,2.2
719,414,Bread,Afternoon,Weekday,2016-03-11,1.4
720,416,Farm House,Afternoon,Weekday,2016-03-11,2.9
721,418,Coffee,Afternoon,Weekday,2016-03-11,2.2
722,419,Coffee,Afternoon,Weekday,2016-03-11,2.2
724,419,Juice,Afternoon,Weekday,2016-03-11,2.4
725,419,Brownie,Afternoon,Weekday,2016-03-11,2.8
728,421,Brownie,Afternoon,Weekday,2016-03-11,2.8
729,421,Cookies,Afternoon,Weekday,2016-03-11,1.25
730,421,Bread,Afternoon,Weekday,2016-03-11,1.4
731,421,Juice,Afternoon,Weekday,2016-03-11,2.4
732,422,Cake,Afternoon,Weekday,2016-03-11,2.5
733,422,Cookies,Afternoon,Weekday,2016-03-11,1.25
734,424,Coffee,Afternoon,Weekday,2016-03-11,2.2
735,425,Farm House,Afternoon,Weekday,2016-03-11,2.9
736,426,Tea,Evening,Weekday,2016-03-11,1.2
737,427,Coffee,Evening,Weekday,2016-03-11,2.2
738,428,Farm House,Evening,Weekday,2016-03-11,2.9
739,430,Juice,Evening,Weekday,2016-03-11,2.4
740,430,Cookies,Evening,Weekday,2016-03-11,1.25
741,431,Bread,Evening,Weekday,2016-03-11,1.4
742,432,Hot chocolate,Evening,Weekday,2016-03-11,1.9
743,433,Coffee,Evening,Weekday,2016-03-11,2.2
744,435,Coffee,Evening,Weekday,2016-03-11,2.2
745,436,Coffee,Evening,Weekday,2016-03-11,2.2
746,437,Croissant,Morning,Weekday,2016-04-11,1.6
747,438,Bread,Morning,Weekday,2016-04-11,1.4
748,438,Tea,Morning,Weekday,2016-04-11,1.2
749,439,Farm House,Morning,Weekday,2016-04-11,2.9
750,440,Bread,Morning,Weekday,2016-04-11,1.4
751,441,Coffee,Morning,Weekday,2016-04-11,2.2
752,442,Croissant,Morning,Weekday,2016-04-11,1.6
753,442,Coffee,Morning,Weekday,2016-04-11,2.2
754,443,Bread,Morning,Weekday,2016-04-11,1.4
755,444,Croissant,Morning,Weekday,2016-04-11,1.6
756,444,Pastry,Morning,Weekday,2016-04-11,2.2
757,444,Croissant,Morning,Weekday,2016-04-11,1.6
758,445,Coffee,Morning,Weekday,2016-04-11,2.2
759,445,Coffee,Morning,Weekday,2016-04-11,2.2
760,446,Bread,Morning,Weekday,2016-04-11,1.4
761,446,Coffee,Morning,Weekday,2016-04-11,2.2
762,447,Coffee,Morning,Weekday,2016-04-11,2.2
763,447,Coffee,Morning,Weekday,2016-04-11,2.2
764,448,Bread,Morning,Weekday,2016-04-11,1.4
765,449,Hot chocolate,Morning,Weekday,2016-04-11,1.9
766,450,Bread,Morning,Weekday,2016-04-11,1.4
767,450,Croissant,Morning,Weekday,2016-04-11,1.6
768,451,Bread,Morning,Weekday,2016-04-11,1.4
769,452,Bread,Morning,Weekday,2016-04-11,1.4
770,453,Coffee,Morning,Weekday,2016-04-11,2.2
771,453,Bread,Morning,Weekday,2016-04-11,1.4
772,454,Bread,Morning,Weekday,2016-04-11,1.4
773,454,Farm House,Morning,Weekday,2016-04-11,2.9
774,455,Bread,Morning,Weekday,2016-04-11,1.4
775,455,Coffee,Morning,Weekday,2016-04-11,2.2
776,455,Coffee,Morning,Weekday,2016-04-11,2.2
777,456,Tea,Morning,Weekday,2016-04-11,1.2
778,456,Pastry,Morning,Weekday,2016-04-11,2.2
779,457,Coffee,Morning,Weekday,2016-04-11,2.2
780,457,Coffee,Morning,Weekday,2016-04-11,2.2
781,458,Bread,Morning,Weekday,2016-04-11,1.4
782,459,Pastry,Morning,Weekday,2016-04-11,2.2
783,459,Brownie,Morning,Weekday,2016-04-11,2.8
784,460,Farm House,Morning,Weekday,2016-04-11,2.9
785,461,Coffee,Morning,Weekday,2016-04-11,2.2
786,462,Tea,Morning,Weekday,2016-04-11,1.2
787,462,Coffee,Morning,Weekday,2016-04-11,2.2
788,462,Cookies,Morning,Weekday,2016-04-11,1.25
789,463,Tea,Morning,Weekday,2016-04-11,1.2
790,464,Bread,Morning,Weekday,2016-04-11,1.4
791,465,Brownie,Morning,Weekday,2016-04-11,2.8
792,466,Bread,Morning,Weekday,2016-04-11,1.4
793,466,Coffee,Morning,Weekday,2016-04-11,2.2
794,467,Bread,Morning,Weekday,2016-04-11,1.4
795,468,Coffee,Morning,Weekday,2016-04-11,2.2
796,469,Tea,Morning,Weekday,2016-04-11,1.2
797,469,Tea,Morning,Weekday,2016-04-11,1.2
798,470,Tea,Morning,Weekday,2016-04-11,1.2
799,471,Coffee,Morning,Weekday,2016-04-11,2.2
800,471,Coffee,Morning,Weekday,2016-04-11,2.2
801,473,Bread,Morning,Weekday,2016-04-11,1.4
802,473,Coffee,Morning,Weekday,2016-04-11,2.2
803,474,Bread,Morning,Weekday,2016-04-11,1.4
804,474,Bread,Morning,Weekday,2016-04-11,1.4
805,475,Bread,Morning,Weekday,2016-04-11,1.4
806,476,Coffee,Morning,Weekday,2016-04-11,2.2
807,476,Brownie,Morning,Weekday,2016-04-11,2.8
808,477,Coffee,Morning,Weekday,2016-04-11,2.2
809,478,Coffee,Morning,Weekday,2016-04-11,2.2
810,478,Brownie,Morning,Weekday,2016-04-11,2.8
811,479,Coffee,Morning,Weekday,2016-04-11,2.2
812,479,Coffee,Morning,Weekday,2016-04-11,2.2
813,480,Brownie,Morning,Weekday,2016-04-11,2.8
814,480,Coffee,Morning,Weekday,2016-04-11,2.2
815,481,Brownie,Morning,Weekday,2016-04-11,2.8
816,481,Juice,Morning,Weekday,2016-04-11,2.4
817,482,Coffee,Morning,Weekday,2016-04-11,2.2
818,482,Coffee,Morning,Weekday,2016-04-11,2.2
819,482,Bread,Morning,Weekday,2016-04-11,1.4
820,482,Tea,Morning,Weekday,2016-04-11,1.2
822,482,Croissant,Morning,Weekday,2016-04-11,1.6
823,482,Pastry,Morning,Weekday,2016-04-11,2.2
824,483,Bread,Afternoon,Weekday,2016-04-11,1.4
825,485,Coffee,Afternoon,Weekday,2016-04-11,2.2
826,486,Pastry,Afternoon,Weekday,2016-04-11,2.2
827,486,Bread,Afternoon,Weekday,2016-04-11,1.4
828,487,Soup,Afternoon,Weekday,2016-04-11,2.75
830,487,Coffee,Afternoon,Weekday,2016-04-11,2.2
831,488,Juice,Afternoon,Weekday,2016-04-11,2.4
832,488,Sandwich,Afternoon,Weekday,2016-04-11,3.8
833,489,Bread,Afternoon,Weekday,2016-04-11,1.4
834,489,Pastry,Afternoon,Weekday,2016-04-11,2.2
835,489,Bread,Afternoon,Weekday,2016-04-11,1.4
836,490,Coffee,Afternoon,Weekday,2016-04-11,2.2
837,490,Coffee,Afternoon,Weekday,2016-04-11,2.2
838,491,Bread,Afternoon,Weekday,2016-04-11,1.4
839,491,Coffee,Afternoon,Weekday,2016-04-11,2.2
840,492,Coffee,Afternoon,Weekday,2016-04-11,2.2
841,492,Sandwich,Afternoon,Weekday,2016-04-11,3.8
842,492,Brownie,Afternoon,Weekday,2016-04-11,2.8
843,493,Coffee,Afternoon,Weekday,2016-04-11,2.2
844,493,Brownie,Afternoon,Weekday,2016-04-11,2.8
846,494,Coffee,Afternoon,Weekday,2016-04-11,2.2
847,495,Coffee,Afternoon,Weekday,2016-04-11,2.2
848,497,Coffee,Afternoon,Weekday,2016-04-11,2.2
849,497,Hot chocolate,Afternoon,Weekday,2016-04-11,1.9
850,498,Soup,Afternoon,Weekday,2016-04-11,2.75
851,498,Coffee,Afternoon,Weekday,2016-04-11,2.2
852,498,Coffee,Afternoon,Weekday,2016-04-11,2.2
853,499,Brownie,Afternoon,Weekday,2016-04-11,2.8
855,500,Coffee,Afternoon,Weekday,2016-04-11,2.2
857,501,Coffee,Afternoon,Weekday,2016-04-11,2.2
858,502,Coffee,Afternoon,Weekday,2016-04-11,2.2
859,502,Coffee,Afternoon,Weekday,2016-04-11,2.2
860,503,Coffee,Afternoon,Weekday,2016-04-11,2.2
861,503,Coffee,Afternoon,Weekday,2016-04-11,2.2
862,503,Hot chocolate,Afternoon,Weekday,2016-04-11,1.9
863,503,Brownie,Afternoon,Weekday,2016-04-11,2.8
864,504,Tea,Afternoon,Weekday,2016-04-11,1.2
865,504,Cake,Afternoon,Weekday,2016-04-11,2.5
866,505,Croissant,Afternoon,Weekday,2016-04-11,1.6
868,506,Tea,Afternoon,Weekday,2016-04-11,1.2
869,506,Coffee,Afternoon,Weekday,2016-04-11,2.2
870,507,Coffee,Afternoon,Weekday,2016-04-11,2.2
871,507,Juice,Afternoon,Weekday,2016-04-11,2.4
872,507,Brownie,Afternoon,Weekday,2016-04-11,2.8
874,508,Coffee,Afternoon,Weekday,2016-04-11,2.2
875,508,Sandwich,Afternoon,Weekday,2016-04-11,3.8
876,509,Bread,Afternoon,Weekday,2016-04-11,1.4
877,509,Soup,Afternoon,Weekday,2016-04-11,2.75
878,510,Soup,Afternoon,Weekday,2016-04-11,2.75
879,510,Bread,Afternoon,Weekday,2016-04-11,1.4
880,511,Bread,Afternoon,Weekday,2016-04-11,1.4
881,512,Tea,Afternoon,Weekday,2016-04-11,1.2
882,512,Brownie,Afternoon,Weekday,2016-04-11,2.8
883,512,Cookies,Afternoon,Weekday,2016-04-11,1.25
884,513,Coffee,Afternoon,Weekday,2016-04-11,2.2
885,513,Bread,Afternoon,Weekday,2016-04-11,1.4
886,513,Brownie,Afternoon,Weekday,2016-04-11,2.8
887,514,Brownie,Afternoon,Weekday,2016-04-11,2.8
888,515,Cookies,Afternoon,Weekday,2016-04-11,1.25
889,515,Bread,Afternoon,Weekday,2016-04-11,1.4
890,516,Coffee,Afternoon,Weekday,2016-04-11,2.2
891,517,Tea,Afternoon,Weekday,2016-04-11,1.2
892,517,Brownie,Afternoon,Weekday,2016-04-11,2.8
893,517,Tea,Afternoon,Weekday,2016-04-11,1.2
895,518,Croissant,Afternoon,Weekday,2016-04-11,1.6
897,519,Hot chocolate,Evening,Weekday,2016-04-11,1.9
898,519,Coffee,Evening,Weekday,2016-04-11,2.2
900,519,Cookies,Evening,Weekday,2016-04-11,1.25
901,520,Brownie,Evening,Weekday,2016-04-11,2.8
902,522,Tea,Evening,Weekday,2016-04-11,1.2
903,522,Brownie,Evening,Weekday,2016-04-11,2.8
904,524,Bread,Morning,Weekend,2016-05-11,1.4
906,524,Pastry,Morning,Weekend,2016-05-11,2.2
907,524,Coffee,Morning,Weekend,2016-05-11,2.2
908,525,Bread,Morning,Weekend,2016-05-11,1.4
909,526,Hot chocolate,Morning,Weekend,2016-05-11,1.9
910,526,Coffee,Morning,Weekend,2016-05-11,2.2
911,526,Croissant,Morning,Weekend,2016-05-11,1.6
912,526,Croissant,Morning,Weekend,2016-05-11,1.6
913,527,Bread,Morning,Weekend,2016-05-11,1.4
914,528,Bread,Morning,Weekend,2016-05-11,1.4
915,528,Croissant,Morning,Weekend,2016-05-11,1.6
916,529,Bread,Morning,Weekend,2016-05-11,1.4
917,529,Coffee,Morning,Weekend,2016-05-11,2.2
918,529,Croissant,Morning,Weekend,2016-05-11,1.6
919,530,Coffee,Morning,Weekend,2016-05-11,2.2
920,530,Brownie,Morning,Weekend,2016-05-11,2.8
921,531,Bread,Morning,Weekend,2016-05-11,1.4
922,531,Coffee,Morning,Weekend,2016-05-11,2.2
924,533,Coffee,Morning,Weekend,2016-05-11,2.2
925,533,Cookies,Morning,Weekend,2016-05-11,1.25
926,534,Coffee,Morning,Weekend,2016-05-11,2.2
927,534,Coffee,Morning,Weekend,2016-05-11,2.2
929,535,Bread,Morning,Weekend,2016-05-11,1.4
930,536,Bread,Morning,Weekend,2016-05-11,1.4
931,537,Brownie,Morning,Weekend,2016-05-11,2.8
932,537,Coffee,Morning,Weekend,2016-05-11,2.2
933,537,Coffee,Morning,Weekend,2016-05-11,2.2
934,538,Coffee,Morning,Weekend,2016-05-11,2.2
935,539,Brownie,Morning,Weekend,2016-05-11,2.8
936,539,Hot chocolate,Morning,Weekend,2016-05-11,1.9
937,540,Bread,Morning,Weekend,2016-05-11,1.4
938,541,Bread,Morning,Weekend,2016-05-11,1.4
939,541,Bread,Morning,Weekend,2016-05-11,1.4
940,541,Croissant,Morning,Weekend,2016-05-11,1.6
941,542,Coffee,Morning,Weekend,2016-05-11,2.2
942,542,Hot chocolate,Morning,Weekend,2016-05-11,1.9
943,542,Brownie,Morning,Weekend,2016-05-11,2.8
945,544,Bread,Morning,Weekend,2016-05-11,1.4
946,545,Coffee,Morning,Weekend,2016-05-11,2.2
947,545,Bread,Morning,Weekend,2016-05-11,1.4
948,545,Brownie,Morning,Weekend,2016-05-11,2.8
949,546,Cake,Morning,Weekend,2016-05-11,2.5
950,547,Coffee,Morning,Weekend,2016-05-11,2.2
951,547,Hot chocolate,Morning,Weekend,2016-05-11,1.9
952,547,Coffee,Morning,Weekend,2016-05-11,2.2
955,550,Coffee,Morning,Weekend,2016-05-11,2.2
956,550,Bread,Morning,Weekend,2016-05-11,1.4
957,550,Coffee,Morning,Weekend,2016-05-11,2.2
958,550,Cake,Morning,Weekend,2016-05-11,2.5
959,550,Croissant,Morning,Weekend,2016-05-11,1.6
960,551,Coffee,Morning,Weekend,2016-05-11,2.2
961,551,Coffee,Morning,Weekend,2016-05-11,2.2
962,551,Croissant,Morning,Weekend,2016-05-11,1.6
963,552,Bread,Morning,Weekend,2016-05-11,1.4
964,552,Pastry,Morning,Weekend,2016-05-11,2.2
965,553,Bread,Morning,Weekend,2016-05-11,1.4
966,553,Brownie,Morning,Weekend,2016-05-11,2.8
967,554,Croissant,Morning,Weekend,2016-05-11,1.6
968,554,Farm House,Morning,Weekend,2016-05-11,2.9
969,555,Bread,Morning,Weekend,2016-05-11,1.4
970,555,Croissant,Morning,Weekend,2016-05-11,1.6
971,556,Brownie,Morning,Weekend,2016-05-11,2.8
972,556,Croissant,Morning,Weekend,2016-05-11,1.6
973,556,Hot chocolate,Morning,Weekend,2016-05-11,1.9
974,556,Coffee,Morning,Weekend,2016-05-11,2.2
975,557,Bread,Morning,Weekend,2016-05-11,1.4
976,557,Tea,Morning,Weekend,2016-05-11,1.2
977,557,Coffee,Morning,Weekend,2016-05-11,2.2
978,557,Brownie,Morning,Weekend,2016-05-11,2.8
979,557,Croissant,Morning,Weekend,2016-05-11,1.6
980,558,Croissant,Morning,Weekend,2016-05-11,1.6
981,558,Croissant,Morning,Weekend,2016-05-11,1.6
982,558,Cookies,Morning,Weekend,2016-05-11,1.25
983,559,Coffee,Morning,Weekend,2016-05-11,2.2
984,559,Croissant,Morning,Weekend,2016-05-11,1.6
985,560,Bread,Morning,Weekend,2016-05-11,1.4
986,562,Coffee,Morning,Weekend,2016-05-11,2.2
987,562,Tea,Morning,Weekend,2016-05-11,1.2
988,563,Coffee,Morning,Weekend,2016-05-11,2.2
989,563,Cookies,Morning,Weekend,2016-05-11,1.25
990,564,Pastry,Morning,Weekend,2016-05-11,2.2
991,564,Bread,Morning,Weekend,2016-05-11,1.4
992,564,Brownie,Morning,Weekend,2016-05-11,2.8
993,565,Bread,Morning,Weekend,2016-05-11,1.4
994,565,Coffee,Morning,Weekend,2016-05-11,2.2
995,565,Bread,Morning,Weekend,2016-05-11,1.4
996,566,Coffee,Morning,Weekend,2016-05-11,2.2
997,566,Coffee,Morning,Weekend,2016-05-11,2.2
998,566,Tea,Morning,Weekend,2016-05-11,1.2
999,567,Bread,Morning,Weekend,2016-05-11,1.4
1000,568,Croissant,Morning,Weekend,2016-05-11,1.6
1001,568,Coffee,Morning,Weekend,2016-05-11,2.2
1002,569,Coffee,Morning,Weekend,2016-05-11,2.2
1003,569,Brownie,Morning,Weekend,2016-05-11,2.8
1004,570,Coffee,Morning,Weekend,2016-05-11,2.2
1005,571,Coffee,Morning,Weekend,2016-05-11,2.2
1006,572,Coffee,Morning,Weekend,2016-05-11,2.2
1007,573,Farm House,Morning,Weekend,2016-05-11,2.9
1008,574,Farm House,Morning,Weekend,2016-05-11,2.9
1009,575,Coffee,Morning,Weekend,2016-05-11,2.2
1010,575,Brownie,Morning,Weekend,2016-05-11,2.8
